10,181.723333333,188.250749092,153.9
10,181.765,189.054909981,151.6
10,187.02702381,190.225556643,142.3
10,184.031666667,197.497286742,164.7
10,172.259285714,188.463292328,135.9
10,197.504761905,203.676513818,155.4
10,181.506666667,187.644762225,141.5
10,183.238333333,187.64480841,142.4
10,180.256666667,197.179367363,139.8
10,192.716666667,191.45244892,155.8
10,177.940952381,187.860807163,149.4
10,185.876547619,188.342585907,149.9
10,179.775714286,193.714241044,147.9
10,188.731666667,202.50043779,153.2
10,197.736666667,204.072238428,149.8
10,194.531666667,199.76221252,162.2
10,192.336666667,204.208875698,163.0
10,179.331666667,184.988369921,149.6
10,187.93,192.367863589,163.4
10,174.776904762,193.98524984,139.6
20,261.773333333,262.468790402,217.4
20,238.123571429,248.97043963,200.8
20,246.668333333,249.266682285,216.5
20,248.871904762,257.703843516,208.5
20,262.638333333,267.071621044,223.5
20,246.341666667,265.795717353,222.5
20,235.861428571,252.36010934,195.8
20,257.744444444,270.162539177,223.6
20,256.1,267.260628926,218.5
20,261.548333333,262.165033412,228.4
20,246.131666667,260.6564271,204.7
20,249.068333333,254.808237421,214.7
20,246.495,251.359227511,196.8
20,249.453333333,263.523327267,217.1
20,251.622857143,256.378365422,213.9
20,260.426666667,265.453294846,226.3
20,258.239920635,268.725060468,213.6
20,253.35547619,265.758875528,218.4
20,248.826666667,262.480242119,211.9
20,244.753333333,250.499039455,214.0
30,304.03,311.34607069,266.7
30,292.636190476,303.866231297,249.5
30,274.700833333,282.075524536,233.3
30,286.372171717,302.891158208,237.8
30,286.686666667,295.32910445,246.2
30,283.568333333,288.902137965,243.9
30,296.464166667,308.544480003,262.8
30,292.779761905,298.217137847,255.2
30,304.293928571,310.322354894,274.8
30,288.425,293.89979134,253.7
30,291.547261905,303.612674033,248.3
30,280.645833333,306.454696398,253.8
30,285.008874459,294.920917643,240.5
30,291.645238095,295.251969803,242.0
30,285.238690476,294.368795907,246.5
30,285.605238095,295.749755646,251.9
30,287.977245059,291.058409478,230.1
30,299.671111111,306.389923137,263.0
30,283.808928571,305.673003153,229.3
30,275.914231602,299.031148758,221.4
40,305.995833333,331.013651602,276.6
40,314.281428571,321.777731903,278.8
40,319.386428571,328.446717824,282.6
40,317.553571429,326.838618378,267.0
40,318.298253968,323.498826881,277.4
40,315.686666667,329.481167103,294.1
40,322.273293651,326.499839019,271.4
40,308.332518038,317.965023696,255.6
40,318.291904762,328.495360081,283.2
40,314.985833333,324.152967037,280.3
40,304.138492063,318.45767522,239.5
40,311.7975,319.795612018,283.5
40,336.071428571,349.298520238,288.3
40,300.71452381,320.651204428,248.1
40,316.635357143,331.321030248,276.0
40,300.533571429,317.471315515,224.2
40,318.696428571,327.617430327,283.0
40,318.604444444,329.199040339,273.2
40,285.32965368,324.521116204,277.7
40,321.939166667,327.111440913,275.9
50,339.07068254,354.892544394,297.9
50,349.797619048,360.813040356,302.2
50,328.600952381,354.673921141,271.8
50,337.194452381,343.974352438,296.0
50,334.586285714,353.401916149,293.8
50,313.809333333,348.905080448,297.8
50,350.590357143,363.307038976,307.2
50,339.733571429,345.422749172,295.8
50,341.629,355.514963027,311.2
50,335.167333333,351.984129706,287.4
50,349.016666667,351.128019837,307.4
50,329.035,335.515847808,290.5
50,347.976666667,355.22328963,314.9
50,343.236904762,352.510584176,301.7
50,338.07215873,354.131339873,297.1
50,343.321190476,351.348276535,301.7
50,348.106571429,357.798064411,305.9
50,356.067380952,360.874305197,321.0
50,356.203666667,361.341366339,315.9
50,316.23547619,352.604839223,281.9
60,326.046428571,353.590072016,263.7
60,354.034404762,368.616820741,307.7
60,361.595,369.109444699,327.8
60,339.001666667,358.539409602,301.6
60,371.242380952,380.377627371,327.1
60,350.085,360.896952421,292.1
60,359.688253968,375.651728395,336.9
60,338.786190476,366.662153386,298.5
60,347.076904762,366.638693934,305.3
60,361.917777778,369.616190163,322.0
60,357.913809524,379.28565354,319.3
60,363.303333333,378.790275592,305.6
60,369.314166667,375.232464964,321.4
60,356.371388889,372.467645679,306.7
60,353.929642857,373.47991264,276.4
60,374.613809524,379.756620257,326.1
60,351.607857143,368.042257332,310.3
60,384.261666667,390.247018298,355.7
60,361.316031746,374.992012031,315.3
60,350.56734127,361.285825798,308.4
70,352.65797619,367.186972736,305.1
70,382.191587302,386.10391073,340.2
70,374.643928571,380.768143841,331.5
70,371.484761905,381.458411209,314.3
70,361.001904762,380.339227587,311.6
70,380.494285714,385.922772328,332.6
70,338.331666667,383.133128639,325.1
70,364.990119048,374.019076034,330.4
70,354.5975,384.776190815,331.8
70,372.509761905,388.064051324,331.0
70,359.150952381,368.719620218,311.8
70,391.86952381,399.43535053,342.6
70,368.962777778,391.400768309,329.5
70,358.91547619,370.577470555,290.9
70,363.68,382.691765778,292.9
70,386.519047619,395.191584782,343.2
70,371.156190476,389.43818893,339.4
70,389.437619048,396.894951885,337.6
70,372.16047619,389.843503615,326.7
70,362.86,372.959733144,322.9
80,382.036071429,404.701087304,340.6
80,382.396666667,392.304594647,346.7
80,386.419404762,394.173649853,343.3
80,386.415952381,400.815447798,351.4
80,385.406369048,390.347248914,344.0
80,382.316904762,391.720478278,340.7
80,385.72202381,397.335402228,330.0
80,379.576369048,382.352292826,340.7
80,379.53,388.154702317,336.8
80,384.422619048,389.991098646,345.7
80,371.676338384,391.423465936,321.4
80,390.3075,393.786576182,358.6
80,360.101108891,380.389690353,313.0
80,388.844166667,403.105717569,348.6
80,378.785357143,392.043753673,320.7
80,380.871904762,388.472920142,352.5
80,386.734047619,397.548020853,329.2
80,371.7225,393.664232306,308.2
80,382.257142857,386.928782827,329.1
80,379.636666667,396.518722904,345.2
90,396.755,413.783690246,357.3
90,395.85452381,407.052953968,344.1
90,398.795595238,415.50859188,337.4
90,406.07,407.987888578,350.7
90,377.506666667,404.007350809,270.3
90,411.055,419.431860756,366.5
90,400.618333333,406.16740823,357.2
90,395.934603175,419.559840668,336.4
90,401.5025,413.966185038,345.7
90,393.763412698,406.345335729,341.5
90,389.566666667,393.645724807,331.9
90,377.036904762,397.343116912,332.9
90,386.051060606,398.511380924,320.8
90,390.025595238,409.32005487,346.7
90,411.38,426.532992068,348.0
90,402.889166667,415.657863344,354.2
90,403.806666667,405.135451485,370.4
90,403.482637085,413.499303071,332.8
90,394.256746032,406.347626172,323.1
90,396.983174603,404.19744057,354.5
100,401.03,414.760273533,354.5
100,411.862809524,423.14806726,343.6
100,404.941126984,418.801219771,357.2
100,391.020333333,418.148454914,300.5
100,401.248968254,417.074945949,349.6
100,419.270285714,427.040317421,374.6
100,402.891,416.232345216,359.6
100,399.434,412.337980648,345.4
100,418.848333333,423.465915268,354.3
100,420.199571429,425.919377485,369.7
100,401.613095238,418.595507904,363.3
100,402.832380952,413.777418256,371.6
100,396.054777778,411.35710658,342.8
100,410.893595238,423.968432657,360.1
100,406.3055,420.137584337,361.7
100,413.23,425.090637832,389.7
100,404.871357143,419.048088189,344.2
100,409.622698413,418.59124691,369.4
100,404.707095238,414.524236666,361.5
